#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2004-2005;92;2005-06-16;29800-XIII;75;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29800-XIII-75.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5488.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5488?view=html#nl.proc.ob.d.h-tk-20042005-5487-5488.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5487-5488.html;no;no;no;aye;no;;no;no;;aye;no;aye;no;Gerkens;nl.m.02326;;;motie-Gerkens (29800-XIII, nr. 75)
commons;2004-2005;92;2005-06-16;30083;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30083;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487.1.8.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487?view=html#nl.proc.ob.d.h-tk-20042005-5487-5487.1.8.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5487-5487.html;aye;aye;aye;aye;no;;no;no;;aye;aye;no;aye;;;;;Gemeentelijke herindeling in een deel van de Utrechtse Heuvelrug ( 30083), en over
commons;2004-2005;92;2005-06-16;30033;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30033-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30033-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5485-5487.1.12.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5485-5487?view=html#nl.proc.ob.d.h-tk-20042005-5485-5487.1.12.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5485-5487.html;no;no;aye;aye;no;;aye;no;;no;no;no;no;Van Gent;nl.m.02218;;;amendement-Van Gent (stuk nr. 8, II)
commons;2004-2005;92;2005-06-16;30033;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30033-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30033-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5485-5487.1.12.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5485-5487?view=html#nl.proc.ob.d.h-tk-20042005-5485-5487.1.12.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5485-5487.html;no;aye;no;no;no;;no;no;;aye;no;no;aye;Boelhouwer;nl.m.02402;Van Beek;nl.m.02209;amendement-Boelhouwer/Van Beek (stuk nr. 7, I)
commons;2004-2005;92;2005-06-16;30033;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30033;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5485-5487.1.13.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5485-5487?view=html#nl.proc.ob.d.h-tk-20042005-5485-5487.1.13.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5485-5487.html;no;aye;no;aye;no;;no;no;;aye;no;no;aye;;;;;Samenvoeging van de gemeenten Sassenheim, Voorhout en Warmond ( 30033)
commons;2004-2005;92;2005-06-16;30083;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30083-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487?view=html#nl.proc.ob.d.h-tk-20042005-5487-5487.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5487-5487.html;no;no;no;aye;no;;aye;aye;;no;no;aye;no;;;;;de motie-De Wit/Van Gent over uitstel van de stemmingen over het wetsvoorstel ( 30083, nr. 12)
commons;2004-2005;92;2005-06-16;30083;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30083-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30083-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487.1.8.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487?view=html#nl.proc.ob.d.h-tk-20042005-5487-5487.1.8.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5487-5487.html;no;no;no;no;no;;no;no;;no;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 10, I)
commons;2004-2005;92;2005-06-16;30083;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30083-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30083-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487.1.8.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5487-5487?view=html#nl.proc.ob.d.h-tk-20042005-5487-5487.1.8.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5487-5487.html;no;aye;no;aye;no;;no;aye;;aye;aye;no;aye;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij c.s. (stuk nr. 9, I)
commons;2004-2005;93;2005-06-21;29849;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;no;aye;;aye;aye;;aye;aye;no;no;Van Haersma Buma;nl.m.02316;;;amendement-Van Haersma Buma (stuk nr. 18, I-1)
commons;2004-2005;93;2005-06-21;29849;19;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;no;no;Van Haersma Buma;nl.m.02316;;;amendement-Van Haersma Buma (stuk nr. 19, I)
commons;2004-2005;93;2005-06-21;29849;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.6.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.6.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Wolfsen;nl.m.02349;;;amendement-Wolfsen (stuk nr. 9)
commons;2004-2005;93;2005-06-21;30027;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30027;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Herstel van wetstechnische gebreken en leemten alsmede aanbrenging van enkele inhoudelijke wijzigingen in de Telecommunicatiewet, de Elektriciteitswet 1998, de Gaswet, de Mijnbouwwet en enkele andere daarmee verbandhoudende wetten, de Wet voorraadvorming aardolieproducten 2001, de Wet op de kamers van koophandel en fabrieken 1997, de Raamwet EEG-voorschriften aanbestedingen en diverse andere wetten (Veegwet EZ 2005) ( 30027)
commons;2004-2005;93;2005-06-21;30027;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30027-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30027-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Hessels;nl.m.02370;;;amendement-Hessels (stuk nr. 10)
commons;2004-2005;93;2005-06-21;30027;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30027-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30027-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Hessels;nl.m.02370;;;amendement-Hessels (stuk nr. 9)
commons;2004-2005;93;2005-06-21;30027;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30027-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30027-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;De Krom;nl.m.02414;;;amendement-De Krom (stuk nr. 20, I)
commons;2004-2005;93;2005-06-21;30027;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30027-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30027-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;aye;aye;no;no;no;;aye;aye;;no;no;no;aye;De Krom;nl.m.02414;;;amendement-De Krom (stuk nr. 14)
commons;2004-2005;93;2005-06-21;30027;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30027-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30027-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;no;no;no;no;no;;aye;aye;;no;no;no;aye;De Krom;nl.m.02414;;;amendement-De Krom (stuk nr. 16, I)
commons;2004-2005;93;2005-06-21;30027;19;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30027-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30027-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;no;Hessels;nl.m.02370;;;amendement-Hessels (stuk nr. 19)
commons;2004-2005;93;2005-06-21;29849;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Wolfsen;nl.m.02349;;;amendement-Wolfsen (stuk nr. 10)
commons;2004-2005;93;2005-06-21;29849;22;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-22.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-22?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;no;;aye;aye;aye;aye;Griffith;;Wolfsen;nl.m.02349;amendement-Griffith/Wolfsen (stuk nr. 22)
commons;2004-2005;93;2005-06-21;29849;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.67.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.67.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Eerdmans;nl.m.02365;;;de motie-Eerdmans c.s. over het niet in aanmerking laten komen voor afdoening door het OM met een strafbeschikking van zeden- en geweldsmisdrijven die letsel tot gevolg hebben ( 29849, nr. 16)
commons;2004-2005;93;2005-06-21;29849;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29849;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.64.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.64.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;no;aye;;aye;aye;;aye;aye;no;aye;;;;;Wijziging van het Wetboek van Strafrecht, het Wetboek van Strafvordering en enige andere wetten in verband met de buitengerechtelijke afdoening van strafbare feiten (Wet OM-afdoening) ( 29849)
commons;2004-2005;93;2005-06-21;29849;29;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.59.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.59.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;no;no;aye;aye;no;;no;no;;no;no;aye;aye;Van der Laan;nl.m.02454;;;amendement-Van der Laan (stuk nr. 29)
commons;2004-2005;93;2005-06-21;29849;28;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-28.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-28?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.55.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;no;no;;aye;aye;aye;no;Van der Laan;nl.m.02454;;;amendement-Van der Laan (stuk nr. 28)
commons;2004-2005;93;2005-06-21;29849;26;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.49.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.49.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;no;Rouvoet;nl.m.02541;;;amendement-Rouvoet c.s. (stuk nr. 26)
commons;2004-2005;93;2005-06-21;29849;21;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-21.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-21?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;no;no;;aye;no;;no;aye;aye;aye;Griffith;;;;amendement-Griffith (stuk nr. 21, I)
commons;2004-2005;93;2005-06-21;29849;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Griffith;;;;amendement-Griffith (stuk nr. 20)
commons;2004-2005;93;2005-06-21;29849;11;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Wolfsen;nl.m.02349;;;amendement-Wolfsen (stuk nr. 11)
commons;2004-2005;93;2005-06-21;29849;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;no;no;no;aye;no;;no;no;;no;no;aye;no;De Wit;nl.m.02940;;;amendement-De Wit (stuk nr. 12, I)
commons;2004-2005;93;2005-06-21;29849;13;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29849-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29849-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5551-5553?view=html#nl.proc.ob.d.h-tk-20042005-5551-5553.1.7.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5551-5553.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Griffith;;;;amendement-Griffith (stuk nr. 13, I)
commons;2004-2005;93;2005-06-21;30027;18;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30027-18.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30027-18?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5551?view=html#nl.proc.ob.d.h-tk-20042005-5550-5551.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5551.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Crone;nl.m.02507;;;amendement-Crone c.s. (stuk nr. 18, I)
commons;2004-2005;93;2005-06-21;29666;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29666-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5550.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5550-5550?view=html#nl.proc.ob.d.h-tk-20042005-5550-5550.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5550-5550.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Jan de Vries;nl.m.02373;;;- de motie-Jan de Vries c.s. over ondersteuning kansrijke initiatieven van scholen en maatschappelijke organisaties ( 29666, nr. 11) - de motie-Jan de Vries c.s. over ondersteuning kansrijke initiatieven van scholen en maatschappelijke organisaties ( 29666, nr. 11)
commons;2004-2005;93;2005-06-21;29894;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29894-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2?view=html#nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5549-5549-2.html;no;aye;no;aye;aye;;aye;no;;aye;aye;aye;no;Van der Staaij;nl.m.02252;Timmer;nl.m.02462;de motie-Van der Staaij/Timmer over onderzoek naar de handhavingscapaciteit van de VWA ( 29894, nr. 8)
commons;2004-2005;93;2005-06-21;29894;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29894-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2?view=html#nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5549-5549-2.html;aye;aye;no;aye;aye;;no;no;;aye;aye;aye;no;Timmer;nl.m.02462;Van der Staaij;nl.m.02252;de motie-Timmer/Van der Staaij over de effecten van afspraken over zelfregulering ( 29894, nr. 6)
commons;2004-2005;93;2005-06-21;29894;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29894-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2?view=html#nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5549-5549-2.html;aye;aye;no;aye;aye;;no;no;;aye;aye;aye;no;Timmer;nl.m.02462;Van der Staaij;nl.m.02252;de motie-Timmer/Van der Staaij over afspraken over maatregelen op het gebied van happy hours en stunten met alcoholprijzen ( 29894, nr. 5)
commons;2004-2005;93;2005-06-21;29894;4;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29894-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5549-5549-2?view=html#nl.proc.ob.d.h-tk-20042005-5549-5549-2.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5549-5549-2.html;aye;no;no;no;no;;aye;aye;;no;no;no;aye;Schippers;nl.m.02415;;;de motie-Schippers c.s. over voorstellen voor accijnsverhoging op premixen en bier ( 29894, nr. 4)
commons;2004-2005;93;2005-06-21;29826;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29826-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5548-5549.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5548-5549?view=html#nl.proc.ob.d.h-tk-20042005-5548-5549.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5548-5549.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;no;aye;Bakker;nl.m.02503;;;- de motie-Slob c.s. over een Europees Level Playing Field op het terrein van innovatie en R&D voor de Nederlandse scheepsbouwindustrie ( 29826, nr. 7) - de motie-Blom over initiatieven voor nauwere samenwerking tussen onderwijsinstellingen en industrie ( 29826, nr. 8) - de motie-Van den Brink over het aanmelden van de regeling ter ondersteuning van innovatieve investeringen in de scheepsbouw ( 29826, nr. 9) - de motie-Van den Brink over samen met het midden- en kleinbedrijf ontwikkelen van mogelijkheden om ondernemend Nederland op een hoger plan te brengen ( 29826, nr. 10) - de motie-Van Egerschot c.s. over experimenten tussen regionaal bedrijfsleven en beroepsonderwijs ( 29826, nr. 11) - de motie-Kortenhorst c.s. over aan de Europese concurrentie gelijkwaardige innovatieversterkende voorfinancieringsarrangementen ( 29826, nr. 12) - de motie-Bakker c.s. over verankering van het kennisvouchersysteem in het innovatiebeleid ( 29826, nr. 13) - de motie-Bakker c.s. over verankering van het kennisvouchersysteem in het innovatiebeleid ( 29826, nr. 13)
commons;2004-2005;93;2005-06-21;29826;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29826-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5548-5549.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20042005-5548-5549?view=html#nl.proc.ob.d.h-tk-20042005-5548-5549.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20042005-5548-5549.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Van Egerschot;nl.m.02418;;;de motie-Van Egerschot c.s. over experimenten tussen regionaal bedrijfsleven en beroepsonderwijs ( 29826, nr. 11)
