house	legislative-period	session-number	date of vote	dossier nummer	onder nummer	type	outcome	stemmings type	bron amendement op OB	link amendement HTML op PM	link stemming XML op PM	link stemming in context HTML op PM	bron stemming op OB	nl.p.cda	nl.p.cu	nl.p.d66	nl.p.gl	nl.p.groepeerdmansvanschijndel	nl.p.groeplazrak	nl.p.groepnawijn	nl.p.groepvanoudenallen	nl.p.groepwilders	nl.p.lpf	nl.p.osf	nl.p.pvda	nl.p.sgp	nl.p.sp	nl.p.vvd	indiener 1, naam volgens stemming	indiener 1, id volgens stemming	indiener 2, naam volgens stemming	indiener 2, id volgens stemming	titel document volgens stemming
commons	2005-2006	35	2005-12-15	30300 A	25	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 A-25.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432.1.25.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432?view=html#nl.proc.ob.d.h-tk-20052006-2431-2432.1.25.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2431-2432.html	no	no	no	aye		no	no		no	no		no	no	aye	no	Gerkens	nl.m.02326			amendement-Gerkens (stuk nr. 25, I)
commons	2005-2006	35	2005-12-15	30300 A	20	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 A-20.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432.1.22.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432?view=html#nl.proc.ob.d.h-tk-20052006-2431-2432.1.22.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2431-2432.html	no	no	no	aye		no	no		no	no		no	no	no	no	Duyvendak	nl.m.02307			amendement-Duyvendak (stuk nr. 20)
commons	2005-2006	35	2005-12-15	30300 XVI	66	amendement	accepted	hoofdelijk	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-66.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-66?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.29.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.29.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html																Heemskerk	nl.m.02461			amendement-Heemskerk (stuk nr. 66)
commons	2005-2006	35	2005-12-15	30300 XVI	37	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-37.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-37?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.24.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.24.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	aye	aye	no	aye		aye	aye		no	no		aye	aye	aye	no	Vietsch	nl.m.02372	Verbeet	nl.m.02577	amendement-Vietsch/Verbeet (stuk nr. 37)
commons	2005-2006	35	2005-12-15	30300 XVI	36	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-36.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-36?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.21.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.21.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	aye	aye	aye	aye		aye	aye		no	aye		aye	aye	aye	no	Vietsch	nl.m.02372	Verbeet	nl.m.02577	amendement-Vietsch/Verbeet (stuk nr. 36)
commons	2005-2006	35	2005-12-15	30300 XVI	62	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-62.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-62?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.16.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.16.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	no	no	no	aye		aye	no		no	aye		aye	no	aye	no	Vendrik	nl.m.02245			amendement-Vendrik c.s. (stuk nr. 62, I)
commons	2005-2006	35	2005-12-15	30300 XVI	97	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-97.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-97?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	aye	no	aye	aye		aye	aye		no	aye		aye	no	no	aye	Van Miltenburg	nl.m.02413	Van der Laan	nl.m.02454	amendement-Van Miltenburg/Van der Laan (stuk nr. 97)
commons	2005-2006	35	2005-12-15	30300 XVI	38	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-38.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-38?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	aye	aye	aye	aye		aye	aye		no	aye		aye	aye	aye	no	Vietsch	nl.m.02372	Verbeet	nl.m.02577	amendement-Vietsch/Verbeet (stuk nr. 38, I en II)
commons	2005-2006	35	2005-12-15	30300 XV		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30300 XV		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429.1.72.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429?view=html#nl.proc.ob.d.h-tk-20052006-2427-2429.1.72.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2427-2429.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye					Vaststelling van de begrotingsstaten van het ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 2006 ( 30300 XV)
commons	2005-2006	35	2005-12-15	30300 XV	38	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XV-38.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XV-38?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429.1.65.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429?view=html#nl.proc.ob.d.h-tk-20052006-2427-2429.1.65.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2427-2429.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Van der Sande	nl.m.02998			amendement-Van der Sande c.s. (stuk nr. 38)
commons	2005-2006	35	2005-12-15	30300 XV	33	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XV-33.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XV-33?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429.1.61.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429?view=html#nl.proc.ob.d.h-tk-20052006-2427-2429.1.61.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2427-2429.html	no	aye	no	aye		no	no		no	no		no	aye	aye	no	Van Gent	nl.m.02218			amendement-Van Gent (stuk nr. 33)
commons	2005-2006	35	2005-12-15	30300 XV	27	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XV-27.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XV-27?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429.1.58.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429?view=html#nl.proc.ob.d.h-tk-20052006-2427-2429.1.58.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2427-2429.html	no	no	no	aye		no	no		no	no		no	no	aye	no	Van Gent	nl.m.02218			amendement-Van Gent (stuk nr. 27)
commons	2005-2006	35	2005-12-15	30300 XV	15	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XV-15.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XV-15?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429.1.55.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429?view=html#nl.proc.ob.d.h-tk-20052006-2427-2429.1.55.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2427-2429.html	no	no	no	aye		no	no		no	aye		no	no	aye	no	Van Gent	nl.m.02218			amendement-Van Gent (stuk nr. 15)
commons	2005-2006	35	2005-12-15	30300 XV	62	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XV-62.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XV-62?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429.1.50.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2427-2429?view=html#nl.proc.ob.d.h-tk-20052006-2427-2429.1.50.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2427-2429.html	no	no	no	aye		aye	no		no	no		aye	no	aye	no	De Wit	nl.m.02940			amendement-De Wit (stuk nr. 62)
commons	2005-2006	35	2005-12-15	30300 XVI	63	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-63.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-63?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.37.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.37.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	no	no	aye	aye		aye	no		no	aye		aye	no	aye	no	Azough	nl.m.02302			amendement-Azough c.s. (stuk nr. 63, I)
commons	2005-2006	35	2005-12-15	30300 XVI	98	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-98.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-98?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.40.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.40.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	no	aye	no	aye		aye	no		no	no		aye	aye	aye	no	Kalsbeek	nl.m.02961	Rouvoet	nl.m.02541	amendement-Kalsbeek/Rouvoet (stuk nr. 98, I)
commons	2005-2006	35	2005-12-15	30300 A	12	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 A-12.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432.1.19.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432?view=html#nl.proc.ob.d.h-tk-20052006-2431-2432.1.19.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2431-2432.html	no	aye	no	aye		aye	no		no	no		aye	no	aye	no	Gerkens	nl.m.02326			amendement-Gerkens (stuk nr. 12, II)
commons	2005-2006	35	2005-12-15	30300 A	11	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 A-11.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432.1.16.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432?view=html#nl.proc.ob.d.h-tk-20052006-2431-2432.1.16.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2431-2432.html	no	aye	no	aye		no	no		no	no		no	no	aye	no	Gerkens	nl.m.02326			amendement-Gerkens (stuk nr. 11, II)
commons	2005-2006	35	2005-12-15	30300 A	10	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 A-10.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432.1.13.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432?view=html#nl.proc.ob.d.h-tk-20052006-2431-2432.1.13.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2431-2432.html	no	aye	no	aye		aye	no		no	no		aye	no	aye	no	Gerkens	nl.m.02326			amendement-Gerkens (stuk nr. 10, II)
commons	2005-2006	35	2005-12-15	30300 A	18	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 A-18.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432.1.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2431-2432?view=html#nl.proc.ob.d.h-tk-20052006-2431-2432.1.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2431-2432.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Snijder-Hazelhoff	nl.m.02289			amendement-Snijder-Hazelhoff (stuk nr. 18, I)
commons	2005-2006	35	2005-12-15	30300 XVI		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30300 XVI		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.72.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.72.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye					Vaststelling van de begrotingsstaten van het ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2006 ( 30300 XVI)
commons	2005-2006	35	2005-12-15	30300 XVI	94	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-94.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-94?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.65.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.65.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	no	aye	no	aye		aye	no		no	no		aye	aye	aye	no	Noorman-den Uyl	nl.m.02531			amendement-Noorman-den Uyl (stuk nr. 94)
commons	2005-2006	35	2005-12-15	30300 XVI	92	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300 XVI-92.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30300-XVI-92?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431.1.62.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-2429-2431?view=html#nl.proc.ob.d.h-tk-20052006-2429-2431.1.62.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-2429-2431.html	no	aye	no	aye		aye	no		no	no		aye	no	aye	no	Noorman-den Uyl	nl.m.02531			amendement-Noorman-den Uyl (stuk nr. 92)
