house	legislative-period	session-number	date of vote	dossier nummer	onder nummer	type	outcome	stemmings type	bron amendement op OB	link amendement HTML op PM	link stemming XML op PM	link stemming in context HTML op PM	bron stemming op OB	nl.p.cda	nl.p.cu	nl.p.d66	nl.p.gl	nl.p.groepeerdmansvanschijndel	nl.p.groeplazrak	nl.p.groepnawijn	nl.p.groepvanoudenallen	nl.p.groepwilders	nl.p.lpf	nl.p.osf	nl.p.pvda	nl.p.sgp	nl.p.sp	nl.p.vvd	indiener 1, naam volgens stemming	indiener 1, id volgens stemming	indiener 2, naam volgens stemming	indiener 2, id volgens stemming	titel document volgens stemming
commons	2005-2006	77	2006-04-27	29407	43	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-29407-43.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4821-4822.1.32.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4821-4822?view=html#nl.proc.ob.d.h-tk-20052006-4821-4822.1.32.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-4821-4822.html	no	aye	aye	no		no	no		no	aye		no	no	no	aye	Van der Sande	nl.m.02998			de motie-Van der Sande over het laten vervallen van de arbeidsmarkttoets ( 29407, nr. 43)
commons	2005-2006	77	2006-04-27	29362	88:,herdruk	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/29362		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4822-4822.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4822-4822?view=html#nl.proc.ob.d.h-tk-20052006-4822-4822.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-4822-4822.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Aasted Madsen-van Stiphout	nl.m.02301	Fierens	nl.m.02459	de motie-Aasted Madsen-van Stiphout/Fierens over toegankelijkheidsrichtlijnen voor rijksoverheidswebsites ( 29362, nr. 88, herdruk)
commons	2005-2006	77	2006-04-27	30421	3	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30421-3.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4822-4823.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4822-4823?view=html#nl.proc.ob.d.h-tk-20052006-4822-4823.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-4822-4823.html	no	no	no	aye		no	no		no	no		no	no	aye	no	Gerkens	nl.m.02326			de motie-Gerkens over cijfermatige inzichten ( 30421, nr. 3)
commons	2005-2006	78	2006-05-16	30559	3	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30559-3.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4836-4884.1.32.10.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4836-4884?view=html#nl.proc.ob.d.h-tk-20052006-4836-4884.1.32.10.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-4836-4884.html	aye	aye	aye	aye		aye	no		aye	no		aye	no	aye	aye	Verhagen	nl.m.02920			motie-Verhagen c.s. (30559, nr. 3)
commons	2005-2006	78	2006-05-16	30559	1	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30559-1.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4836-4884.1.32.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-4836-4884?view=html#nl.proc.ob.d.h-tk-20052006-4836-4884.1.32.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-4836-4884.html	aye	aye	aye	aye		aye	no		aye	no		aye	no	aye	aye	Van Beek	nl.m.02209			motie-Van Beek c.s. (30559, nr. 1)
commons	2005-2006	81	2006-05-23	30164	14	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30164-14.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30164-14?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.10.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.10.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	no	no	no	aye		aye	no		no	no		aye	no	aye	no	De Wit	nl.m.02940			amendement-De Wit (stuk nr. 14)
commons	2005-2006	81	2006-05-23	30164	17	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30164-17.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30164-17?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Wolfsen	nl.m.02349	Weekers	nl.m.02247	amendement-Wolfsen/Weekers (stuk nr. 17)
commons	2005-2006	81	2006-05-23	30164	11	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30164-11.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30164-11?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.19.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.19.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	no	no	no	aye		no	no		no	no		no	no	aye	no	De Wit	nl.m.02940			amendement-De Wit (stuk nr. 11, I)
commons	2005-2006	81	2006-05-23	30164	18	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30164-18.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30164-18?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.26.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.26.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	no	no	no	aye		aye	no		no	no		aye	no	aye	no	Wolfsen	nl.m.02349			amendement-Wolfsen (stuk nr. 18, I)
commons	2005-2006	81	2006-05-23	30164	15	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30164-15.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30164-15?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.31.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.31.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	no	no	no	no		no	aye		aye	aye		no	aye	no	no	Eerdmans	nl.m.02365			amendement-Eerdmans (stuk nr. 15)
commons	2005-2006	81	2006-05-23	30164		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30164		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.36.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.36.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	aye	aye	aye	no		aye	aye		aye	aye		aye	aye	aye	aye					Wijziging van het Wetboek van Strafvordering, het Wetboek van Strafrecht en enige andere wetten ter verruiming van de mogelijkheden tot opsporing en vervolging van terroristische misdrijven ( 30164)
commons	2005-2006	81	2006-05-23	30164	19	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30164-19.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.37.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.37.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	aye	aye	aye	aye		no	aye		no	aye		aye	aye	aye	aye					de motie-Weekers c.s. over een conceptwetsvoorstel inzake een algemene en brede wettelijke schadevergoedingsregeling voor 1 oktober 2006 ( 30164, nr. 19)
commons	2005-2006	81	2006-05-23	30305	14	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-14.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30305-14?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	aye	aye		aye	aye		no	aye		aye	aye	aye	no	Hessels	nl.m.02370	Samsom	nl.m.02335	amendement-Hessels/Samsom (stuk nr. 14, I)
commons	2005-2006	81	2006-05-23	30300-VI	162	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VI-162.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006.1.20.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006?view=html#nl.proc.ob.d.h-tk-20052006-5006-5006.1.20.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5006-5006.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Weekers	nl.m.02247			motie-Weekers c.s. (30300-VI, nr. 162)
commons	2005-2006	81	2006-05-23	30164	10	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30164-10.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30164-10?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008.1.14.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5007-5008?view=html#nl.proc.ob.d.h-tk-20052006-5007-5008.1.14.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5007-5008.html	no	no	no	aye		no	no		no	no		no	no	aye	no	De Wit	nl.m.02940			amendement-De Wit (stuk nr. 10)
commons	2005-2006	81	2006-05-23	30305	15	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-15.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30305-15?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.10.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.10.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	De Krom	nl.m.02414	Hessels	nl.m.02370	amendement-De Krom/Hessels (stuk nr. 15, I)
commons	2005-2006	81	2006-05-23	30305	13	amendement	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-13.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30305-13?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.13.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.13.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	no	no		aye	no		no	aye		aye	aye	aye	no	Hessels	nl.m.02370	Samsom	nl.m.02335	amendement-Hessels/Samsom (stuk nr. 13, I)
commons	2005-2006	81	2006-05-23	27659	76	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-27659-76.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5009-5009.1.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5009-5009?view=html#nl.proc.ob.d.h-tk-20052006-5009-5009.1.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5009-5009.html	no	aye	no	aye		aye	aye		no	aye		aye	no	aye	no	Azough	nl.m.02302			de motie-Azough over het normatief uurtarief ( 27659, nr. 76)
commons	2005-2006	81	2006-05-23	27659	75	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27659-75.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5009-5009.1.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5009-5009?view=html#nl.proc.ob.d.h-tk-20052006-5009-5009.1.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5009-5009.html	no	aye	aye	aye		aye	aye		no	aye		aye	aye	aye	no	Arib	nl.m.02203			de motie-Arib over uitleg bij afwijking van de Good Governance Code ( 27659, nr. 75)
commons	2005-2006	81	2006-05-23	27659	74	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27659-74.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5009-5009.1.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5009-5009?view=html#nl.proc.ob.d.h-tk-20052006-5009-5009.1.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5009-5009.html	no	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	no	Kant	nl.m.02226			de motie-Kant c.s. over een maximumsalaris in de zorg ( 27659, nr. 74)
commons	2005-2006	81	2006-05-23	30305	21	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-21.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.50.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.50.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Van der Ham	nl.m.02317			de motie-Van der Ham over stimulering van groen aardgas ( 30305, nr. 21)
commons	2005-2006	81	2006-05-23	30305	20	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-20.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.47.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.47.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	aye	aye		aye	aye		aye	no		aye	aye	aye	aye	Van der Ham	nl.m.02317			de motie-Van der Ham c.s. over een sluitende aanpak van de palmolieproductie ( 30305, nr. 20)
commons	2005-2006	81	2006-05-23	30305	19	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-19.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.44.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.44.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Van der Ham	nl.m.02317	Hessels	nl.m.02370	de motie-Van der Ham/Hessels over terugleververgoedingen zontechnologie ( 30305, nr. 19)
commons	2005-2006	81	2006-05-23	30305	18	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-18.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.41.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.41.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	no	aye	aye		no	no		no	no		no	no	aye	no	Vendrik	nl.m.02245			de motie-Vendrik over uitsluiting van palmolie ( 30305, nr. 18)
commons	2005-2006	81	2006-05-23	30305	17	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-17.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.38.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.38.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Vendrik	nl.m.02245			de motie-Vendrik c.s. over een systeem rond duurzaamheid van geïmporteerde biomassa ( 30305, nr. 17)
commons	2005-2006	81	2006-05-23	30305	16	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-16.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.35.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.35.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	no	aye	no	aye		aye	no		no	no		aye	aye	aye	no	Samsom	nl.m.02335	Vendrik	nl.m.02245	de motie-Samsom/Vendrik over concrete afrekenbare doelstellingen voor duurzame elektriciteit ( 30305, nr. 16)
commons	2005-2006	81	2006-05-23	30305		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/30305		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.32.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.32.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	aye	aye	aye	no		no	aye		aye	aye		no	aye	no	aye					Wijziging van de Elektriciteitswet 1998 in verband met enkele aanpassingen van de wijze van stimulering van de milieukwaliteit van de elektriciteitsvoorziening ( 30305)
commons	2005-2006	81	2006-05-23	30305	10	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30305-10.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30305-10?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009.1.19.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5008-5009?view=html#nl.proc.ob.d.h-tk-20052006-5008-5009.1.19.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5008-5009.html	no	aye	no	aye		aye	no		no	no		aye	no	aye	no	Samsom	nl.m.02335			amendement-Samsom (stuk nr. 10)
commons	2005-2006	81	2006-05-23	30300-VI	160	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VI-160.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006.1.17.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006?view=html#nl.proc.ob.d.h-tk-20052006-5006-5006.1.17.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5006-5006.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye	Van der Staaij	nl.m.02252	Rouvoet	nl.m.02541	motie-Van der Staaij/Rouvoet (30300-VI, nr. 160)
commons	2005-2006	81	2006-05-23	30300-VI	159	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VI-159.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006.1.14.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006?view=html#nl.proc.ob.d.h-tk-20052006-5006-5006.1.14.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5006-5006.html	no	aye	aye	aye		aye	aye		aye	no		aye	aye	aye	aye	Arib	nl.m.02203			motie-Arib c.s. (30300-VI, nr. 159)
commons	2005-2006	81	2006-05-23	30300-VI	165	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VI-165.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006.1.11.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006?view=html#nl.proc.ob.d.h-tk-20052006-5006-5006.1.11.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5006-5006.html	no	aye	no	aye		aye	aye		no	aye		aye	aye	aye	no	Gerkens	nl.m.02326			motie-Gerkens c.s. (30300-VI, nr. 165)
commons	2005-2006	81	2006-05-23	27017	16	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27017-16.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005.1.8.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005?view=html#nl.proc.ob.d.h-tk-20052006-5004-5005.1.8.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5004-5005.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	no	aye	aye	Timmer	nl.m.02462			de motie-Timmer c.s. over preventief beleid tegen homodiscriminatie en aandacht voor homoseksualiteit op scholen ( 27017, nr. 16)
commons	2005-2006	81	2006-05-23	27017	18	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-27017-18.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.3.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005?view=html#nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.3.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5004-5005.html	no	no	aye	aye		aye	no		no	no		aye	no	aye	no	Azough	nl.m.02302			de motie-Azough over een nieuwe scholierenuitgave van Expreszo ( 27017, nr. 18)
commons	2005-2006	81	2006-05-23	27017	19	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-27017-19.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.6.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005?view=html#nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.6.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5004-5005.html	no	no	aye	aye		aye	no		no	aye		aye	no	aye	no	Azough	nl.m.02302			de motie-Azough over het geven van voorlichtingslessen over homoseksualiteit op scholen ( 27017, nr. 19)
commons	2005-2006	81	2006-05-23	27017	20	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27017-20.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.9.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005?view=html#nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.9.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5004-5005.html	aye	aye	aye	aye		aye	no		aye	aye		aye	no	aye	no	Dittrich	nl.m.02512			de motie-Dittrich c.s. over een registratiesysteem voor delicten met een homofobe achtergrond ( 27017, nr. 20)
commons	2005-2006	81	2006-05-23	27017	21	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27017-21.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005?view=html#nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5004-5005.html	aye	no	aye	aye		aye	no		aye	no		aye	no	aye	aye	Dittrich	nl.m.02512			de motie-Dittrich c.s. over het homovriendelijker maken van de zorg ( 27017, nr. 21)
commons	2005-2006	81	2006-05-23	27017	22	motie	accepted	fractie	https://zoek.officielebekendmakingen.nl/kst-27017-22.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.15.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5004-5005?view=html#nl.proc.ob.d.h-tk-20052006-5004-5005.1.9.15.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5004-5005.html	no	no	aye	aye		aye	no		aye	no		aye	no	aye	aye	Dittrich	nl.m.02512			de motie-Dittrich over het bestrijden van homovijandigheid op scholen ( 27017, nr. 22)
commons	2005-2006	81	2006-05-23	28985	16	amendement	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-28985-16.html	http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28985-16?view=html	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5005-5005.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5005-5005?view=html#nl.proc.ob.d.h-tk-20052006-5005-5005.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5005-5005.html	no	aye	no	aye		aye	no		no	aye		aye	aye	aye	no	Douma	nl.m.02460			amendement-Douma (stuk nr. 16)
commons	2005-2006	81	2006-05-23	28985		wetsvoorstel	accepted	fractie	https://zoek.officielebekendmakingen.nl/dossier/28985		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5005-5005.1.12.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5005-5005?view=html#nl.proc.ob.d.h-tk-20052006-5005-5005.1.12.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5005-5005.html	aye	aye	aye	aye		aye	aye		aye	aye		aye	aye	aye	aye					Regels betreffende de melding van zeggenschap en kapitaalbelang in, alsmede de melding van het geplaatste kapitaal van effectenuitgevende instellingen (Wet melding zeggenschap en kapitaalbelang in effectenuitgevende instellingen) ( 28985)
commons	2005-2006	81	2006-05-23	30539	2	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30539-2.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5005-5006.1.7.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5005-5006?view=html#nl.proc.ob.d.h-tk-20052006-5005-5006.1.7.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5005-5006.html	no	aye	no	aye		aye	aye		aye	no		aye	no	aye	no	Bos	nl.m.02212			de motie-Bos c.s. over instandhouding van de embargoregeling ( 30539, nr. 2)
commons	2005-2006	81	2006-05-23	30300-VI	154	motie	rejected	fractie	https://zoek.officielebekendmakingen.nl/kst-30300-VI-154.html		http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006.1.8.1	http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20052006-5006-5006?view=html#nl.proc.ob.d.h-tk-20052006-5006-5006.1.8.1	https://zoek.officielebekendmakingen.nl/h-tk-20052006-5006-5006.html	no	aye	no	aye		aye	aye		no	aye		aye	aye	aye	no	Gerkens	nl.m.02326	Azough	nl.m.02302	motie-Gerkens/Azough (30300-VI, nr. 154)
