#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepdejong2;nl.p.groepwijnschenk;nl.p.ln;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2002-2003;4;2002-09-24;27178;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27178-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27178-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-219-221.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-219-221?view=html#nl.proc.ob.d.h-tk-20022003-219-221.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-219-221.html;aye;aye;aye;aye;;;aye;aye;;aye;aye;aye;aye;Van Dijke;nl.m.02509;;;amendement-Van Dijke (stuk nr. 25, IA)
commons;2002-2003;4;2002-09-24;28464;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28464-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219?view=html#nl.proc.ob.d.h-tk-20022003-218-219.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-218-219.html;no;no;aye;aye;;;no;no;;aye;no;aye;no;De Ruiter;nl.m.02334;;;de motie-De Ruiter c.s. over gevolgschade ( 28464, nr. 12)
commons;2002-2003;4;2002-09-24;28464;19;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28464-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219?view=html#nl.proc.ob.d.h-tk-20022003-218-219.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-218-219.html;aye;aye;aye;aye;;;aye;aye;;aye;aye;aye;aye;De Ruiter;nl.m.02334;;;motie-De Ruiter c.s. (28464, nr.19)
commons;2002-2003;4;2002-09-24;28464;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28464-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219?view=html#nl.proc.ob.d.h-tk-20022003-218-219.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-218-219.html;no;aye;aye;aye;;;no;no;;aye;no;aye;no;Duivesteijn;nl.m.02513;;;de motie-Duivesteijn over de huursubsidielijn ( 28464, nr. 15)
commons;2002-2003;4;2002-09-24;28464;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28464-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-218-219?view=html#nl.proc.ob.d.h-tk-20022003-218-219.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-218-219.html;no;no;aye;aye;;;aye;no;;aye;no;aye;no;Lambrechts;nl.m.02526;;;motie-Lambrechts c.s. (28464, nr. 20)
commons;2002-2003;4;2002-09-24;27178;24;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27178-24.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27178-24?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-219-221.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-219-221?view=html#nl.proc.ob.d.h-tk-20022003-219-221.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-219-221.html;aye;aye;aye;aye;;;aye;aye;;aye;aye;aye;no;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij c.s. (stuk nr. 24)
commons;2002-2003;4;2002-09-24;27178;20;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27178-20.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27178-20?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-219-221.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-219-221?view=html#nl.proc.ob.d.h-tk-20022003-219-221.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-219-221.html;aye;aye;aye;aye;;;aye;aye;;aye;aye;aye;no;Spies;nl.m.02371;;;amendement-Spies (stuk nr. 20)
commons;2002-2003;7;2002-10-01;28401;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28401;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-2.1.6.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-2?view=html#nl.proc.ob.d.h-tk-20022003-376-376-2.1.6.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-376-376-2.html;aye!!!no;aye!!!no;aye!!!no;aye!!!no;;;aye!!!no;aye;;aye!!!no;aye!!!no;aye!!!no;aye!!!no;;;;;Aanpassing van de Tabakswet aan richtlijn nr. 2001/37/EG van het Europees Parlement en de Raad van de Europese Unie van 5 juni 2001 betreffende de onderlinge aanpassing van de wettelijke en bestuursrechtelijke bepalingen van de lidstaten inzake de productie, de presentatie en de verkoop van tabaksproducten (PbEG L 194) ( 28401)
commons;2002-2003;7;2002-10-01;28618;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28618-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-1.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-1?view=html#nl.proc.ob.d.h-tk-20022003-376-376-1.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-376-376-1.html;no;no;aye;aye;aye;;no;aye;;aye;no;aye;no;Koenders;nl.m.02611;Th.C. de Graaf;nl.m.02517;de motie-Koenders/Th.C. de Graaf over het uitoefenen van druk op Israël en de Palestijnse Autoriteit ( 28618, nr. 4)
commons;2002-2003;7;2002-10-01;28618;2;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28618-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-1.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-1?view=html#nl.proc.ob.d.h-tk-20022003-376-376-1.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-376-376-1.html;no;no;aye;aye;no;;no;no;;aye;no;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller over doorvoer van strategische goederen ( 28618, nr. 2)
commons;2002-2003;7;2002-10-01;28618;1;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28618-1.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-1.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-376-376-1?view=html#nl.proc.ob.d.h-tk-20022003-376-376-1.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-376-376-1.html;no;no;no;aye;no;;no;no;;no;no;aye;no;Rosenmöller;nl.m.02970;;;de motie-Rosenmöller over naleving van Veiligheidsraadresoluties door Israël ( 28618, nr. 1)
commons;2002-2003;7;2002-10-01;28072;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28072-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375?view=html#nl.proc.ob.d.h-tk-20022003-375-375.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-375-375.html;no;no;no;aye;no;;no;no;;aye;no;aye;no;Halsema;nl.m.02220;Albayrak;nl.m.02202;de motie-Halsema/Albayrak over DNA-onderzoek naar het ras ( 28072, nr. 10)
commons;2002-2003;7;2002-10-01;28072;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28072;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375?view=html#nl.proc.ob.d.h-tk-20022003-375-375.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-375-375.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Wijziging van de regeling van het DNA-onderzoek in strafzaken in verband met het vaststellen van uiterlijk waarneembare persoonskenmerken uit celmateriaal ( 28072)
commons;2002-2003;7;2002-10-01;28072;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28072-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28072-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375?view=html#nl.proc.ob.d.h-tk-20022003-375-375.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-375-375.html;no;aye;no;aye;no;;no;no;;no;aye;aye;no;Kant;nl.m.02226;;;amendement-Kant (stuk nr. 11, IA)
commons;2002-2003;7;2002-10-01;27672;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27672;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-375-375-1?view=html#nl.proc.ob.d.h-tk-20022003-375-375-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-375-375-1.html;aye;aye;aye;aye;no;;aye;no;;aye;aye;aye;no;;;;;Goedkeuring van de op 22 juni 2000 te Cotonou totstandgekomen Partnerschapsovereenkomst tussen de Staten van Afrika, het Caribisch Gebied en de Stille Oceaan en de Europese Gemeenschap en haar lidstaten ( 27672)
commons;2002-2003;10;2002-10-16;28384;28;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534?view=html#nl.proc.ob.d.h-tk-20022003-532-534.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-532-534.html;aye;aye;no;aye;aye;;aye;no;;aye;aye;aye;no;Rehwinkel;nl.m.02567;Spies;nl.m.02371;motie-Rehwinkel/Spies (28384, nr. 28)
commons;2002-2003;10;2002-10-16;28384;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534?view=html#nl.proc.ob.d.h-tk-20022003-532-534.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-532-534.html;no;no;no;aye;no;;aye;no;;aye;no;aye;no;Rehwinkel;nl.m.02567;;;de motie-Rehwinkel over gelijke procedures voor de aanstelling van burgemeesters en van commissarissen van de Koningin ( 28384, nr. 20)
commons;2002-2003;10;2002-10-16;28384;30;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534?view=html#nl.proc.ob.d.h-tk-20022003-532-534.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-532-534.html;no;aye;aye;aye;no;;aye;no;;aye;aye;aye;no;Rehwinkel;nl.m.02567;Van Gent;nl.m.02218;motie-Rehwinkel/Van Gent (28384, nr. 30)
commons;2002-2003;10;2002-10-16;28384;29;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534?view=html#nl.proc.ob.d.h-tk-20022003-532-534.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-532-534.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Stuger;nl.m.02377;;;motie-Stuger c.s. (28384, nr. 29)
commons;2002-2003;10;2002-10-16;28384;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534?view=html#nl.proc.ob.d.h-tk-20022003-532-534.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-532-534.html;no;no;aye;aye;no;;aye;no;;no;no;aye;no;Van der Ham;nl.m.02317;Van Gent;nl.m.02218;de motie-Van der Ham/Van Gent over onafhankelijke gemeentelijke rekenkamers ( 28384, nr. 24)
commons;2002-2003;10;2002-10-16;28384;26;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-532-534?view=html#nl.proc.ob.d.h-tk-20022003-532-534.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-532-534.html;no;no;aye;aye;aye;;no;aye;;no;no;aye;no;Van der Ham;nl.m.02317;Stuger;nl.m.02377;de motie-Van der Ham/Stuger over de visie van de regering op een gekozen commissaris van de Koningin ( 28384, nr. 26)
commons;2002-2003;10;2002-10-16;28604;4;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;aye;aye;aye;aye;aye;;aye;aye;;aye;no;aye;aye;Verhagen;nl.m.02920;;;de motie-Verhagen c.s. over toetreding van de EU tot het EVRM ( 28604, nr. 4)
commons;2002-2003;10;2002-10-16;28604;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;aye;no;aye;aye;aye;;aye;aye;;aye;no;no;no;Verhagen;nl.m.02920;;;de motie-Verhagen c.s. over de hoge vertegenwoordiger ( 28604, nr. 5)
commons;2002-2003;10;2002-10-16;28604;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;aye;no;no;aye;no;;aye;no;;aye;no;aye;no;Melkert;nl.m.02807;;;de motie-Melkert c.s. over betrokkenheid bij de samenstelling van de Europese Commissie ( 28604, nr. 6)
commons;2002-2003;10;2002-10-16;28604;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;no;no;no;no;no;;no;no;;no;aye;aye;no;Van Bommel;nl.m.02211;;;de motie-Van Bommel over een limitatieve opsomming ( 28604, nr. 7)
commons;2002-2003;10;2002-10-16;28604;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Th.C. de Graaf;nl.m.02517;;;de motie-Th.C. de Graaf c.s. over co-decisie en openbaarheid van vergaderingen ( 28604, nr. 8)
commons;2002-2003;10;2002-10-16;28604;12;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;aye;aye;aye;aye;aye;;aye;aye;;no;aye;aye;aye;Teeven;nl.m.02336;;;de motie-Teeven c.s. over zo groot mogelijk rendement voor Nederland ( 28604, nr. 12)
commons;2002-2003;10;2002-10-16;28604;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;no;aye;no;aye;no;;no;no;;no;aye;aye;no;Van der Staaij;nl.m.02252;Rouvoet;nl.m.02541;de motie-Van der Staaij/Rouvoet over EU-regelgeving en nationale regelgeving ( 28604, nr. 11)
commons;2002-2003;10;2002-10-16;27775;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27775-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-27775-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-535-535.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-535-535?view=html#nl.proc.ob.d.h-tk-20022003-535-535.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-535-535.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;Luchtenveld;nl.m.02627;;;amendement-Luchtenveld c.s. (stuk nr. 9, I)
commons;2002-2003;10;2002-10-16;27775;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/27775;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-535-535.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-535-535?view=html#nl.proc.ob.d.h-tk-20022003-535-535.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-535-535.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Bepalingen met betrekking tot het toezicht op collectieve beheersorganisaties voor auteurs- en naburige rechten (Wet toezicht collectieve beheersorganisaties auteurs- en naburige rechten) ( 27775)
commons;2002-2003;10;2002-10-16;28604;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;no;no;aye;aye;no;;no;no;;aye;no;no;no;Th.C. de Graaf;nl.m.02517;;;de motie-Th.C. de Graaf over het unanimiteitsvereiste ( 28604, nr. 10)
commons;2002-2003;10;2002-10-16;28604;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28604-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-534-535?view=html#nl.proc.ob.d.h-tk-20022003-534-535.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-534-535.html;no;no;aye;aye;no;;aye;no;;aye;no;no;no;Th.C. de Graaf;nl.m.02517;;;de motie-Th.C. de Graaf c.s. over versterking van communautaire structuren ( 28604, nr. 9)
commons;2002-2003;10;2002-10-16;28384;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28384;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532.1.64.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532?view=html#nl.proc.ob.d.h-tk-20022003-531-532.1.64.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-531-532.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;no;aye;;;;;Wijziging van de Provinciewet en enige andere wetten tot dualisering van de inrichting, de bevoegdheden en de werkwijze van het provinciebestuur (Wet dualisering provinciebestuur) ( 28384)
commons;2002-2003;10;2002-10-16;28384;8;amendement;rejected;transformer-problem;https://zoek.officielebekendmakingen.nl/kst-28384-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28384-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532?view=html#nl.proc.ob.d.h-tk-20022003-531-532.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-531-532.html;no;no;no;no;no;;no;no;;no;no;no;no;Te Veldhuis;nl.m.02743;Eerdmans;nl.m.02365;amendement-Te Veldhuis/Eerdmans (stuk nr. 8)
commons;2002-2003;10;2002-10-16;28259;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28259-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28259-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-531.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-531?view=html#nl.proc.ob.d.h-tk-20022003-531-531.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-531-531.html;aye;no;no;no;aye;;no;aye;;no;aye;no;aye;Hofstra;nl.m.02566;;;amendement-Hofstra c.s. (stuk nr. 12)
commons;2002-2003;10;2002-10-16;28259;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28259-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28259-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-531.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-531?view=html#nl.proc.ob.d.h-tk-20022003-531-531.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-531-531.html;aye;no;no;no;aye;;no;aye;;no;aye;no;aye;De Nerée;nl.m.02333;;;amendement-De Nerée tot Babberich c.s. (stuk nr. 14)
commons;2002-2003;10;2002-10-16;28259;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28259;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-531.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-531?view=html#nl.proc.ob.d.h-tk-20022003-531-531.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-531-531.html;aye;aye;aye;aye;aye;;aye;aye;;aye;aye;aye;aye;;;;;Goedkeuring van het op 5 juni 2001 te Luxemburg tot stand gekomen Verdrag tussen het Koninkrijk der Nederlanden en het Koninkrijk België tot het vermijden van dubbele belasting en tot het voorkomen van het ontgaan van belasting inzake belastingen naar het inkomen en naar het vermogen, met Protocol I en II en briefwisseling (Trb. 2001, 136) ( 28259)
commons;2002-2003;10;2002-10-16;28384;17;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28384-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532?view=html#nl.proc.ob.d.h-tk-20022003-531-532.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-531-532.html;no;no;aye;aye;no;;aye;no;;aye;no;no;no;Van der Ham;nl.m.02317;;;amendement-Van der Ham (stuk nr. 17, IA)
commons;2002-2003;10;2002-10-16;28384;10;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28384-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28384-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20022003-531-532?view=html#nl.proc.ob.d.h-tk-20022003-531-532.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20022003-531-532.html;no;no;no;aye;no;;aye;aye;;aye;no;no;aye;Rehwinkel;nl.m.02567;Te Veldhuis;nl.m.02743;amendement-Rehwinkel/Te Veldhuis (stuk nr. 10, I)
