#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.aov;nl.p.cda;nl.p.d66;nl.p.fractiebierman;nl.p.gl;nl.p.gpv;nl.p.pvda;nl.p.rpf;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;1998-1999;39;1998-12-17;26200 XII;29;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200 XII-29.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-26200-XII-29?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866?view=html#nl.proc.ob.d.h-tk-19981999-2866-2866.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2866.html;;aye;no;;aye;aye;aye;aye;aye;aye;no;Van Gijzel;nl.m.02979;;;amendement-Van Gijzel (stuk nr. 29, I)
commons;1998-1999;39;1998-12-17;26200 XII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26200 XII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2866?view=html#nl.proc.ob.d.h-tk-19981999-2866-2866.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2866.html;;aye;aye;;aye;aye;aye;aye;aye;no;aye;;;;;Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Verkeer en Waterstaat (XII) voor het jaar 1999 ( 26200 XII)
commons;1998-1999;39;1998-12-17;26200-XII;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;no;no;no;no;aye;no;aye;Reitsma;nl.m.02824;;;motie-Reitsma (26200-XII, nr. 11)
commons;1998-1999;39;1998-12-17;26200-XII;12;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Gijzel;nl.m.02979;;;motie-Van Gijzel c.s. (26200-XII, nr. 12)
commons;1998-1999;39;1998-12-17;26200-XII;13;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Gijzel;nl.m.02979;;;motie-Van Gijzel c.s. (26200-XII, nr. 13)
commons;1998-1999;39;1998-12-17;26200-XII;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Gijzel;nl.m.02979;;;motie-Van Gijzel (26200-XII, nr. 14)
commons;1998-1999;39;1998-12-17;26200-XII;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26200-XII-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2866-2868?view=html#nl.proc.ob.d.h-tk-19981999-2866-2868.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2866-2868.html;;no;no;;aye;no;no;aye;no;aye;no;Van der Steenhoven;nl.m.02242;;;motie-Van der Steenhoven (26200-XII, nr. 15)
commons;1998-1999;39;1998-12-17;26263;9:,herdruk;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/26263;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;no;no;no;aye;no;aye;Leers;nl.m.02881;Verbugt;nl.m.02896;de motie-Leers/Verbugt over rijksweg A15-A18 Varsseveld-Enschede ( 26263, nr. 9, herdruk)
commons;1998-1999;39;1998-12-17;26263;10:,herdruk;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/dossier/26263;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;no;no;no;no;no;aye;Leers;nl.m.02881;Verbugt;nl.m.02896;de motie-Leers/Verbugt over de tracéstudie rijksweg 69 Eindhoven-Belgische grens ( 26263, nr. 10, herdruk)
commons;1998-1999;39;1998-12-17;26263;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;aye;no;aye;aye;aye;no;Leers;nl.m.02881;;;de motie-Leers over de inpassing van de HSL-Zuid in de regio Breda ( 26263, nr. 11)
commons;1998-1999;39;1998-12-17;26263;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.67.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.67.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Giskes;nl.m.02516;Van Heemst;nl.m.02887;de motie-Giskes/Van Heemst over aansluiting van het MIT 2000-2004 op de prioriteitenstelling die uit het NVVP voortvloeit ( 26263, nr. 26)
commons;1998-1999;39;1998-12-17;26263;27;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-27.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.70.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.70.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Giskes;nl.m.02516;Van Heemst;nl.m.02887;de motie-Giskes/Van Heemst over prioriteit voor milieuvriendelijk vervoer ( 26263, nr. 27)
commons;1998-1999;39;1998-12-17;26263;34;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-34.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.73.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.73.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;no;;no;no;no;no;no;no;aye;Verbugt;nl.m.02896;;;de motie-Verbugt over een goedkopere oplossing voor de tunnel door het Groene Hart ( 26263, nr. 34)
commons;1998-1999;39;1998-12-17;26263;36;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.76.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.76.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;no;;aye;aye;aye;aye;aye;aye;no;Van Heemst;nl.m.02887;Spoelman;nl.m.02241;de motie-Van Heemst/Spoelman over de fietsenstallingen bij de NS-stations ( 26263, nr. 36)
commons;1998-1999;39;1998-12-17;26263;37;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.79.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.79.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;no;;no;no;no;aye;no;aye;no;Stellingwerf;nl.m.02544;;;de motie-Stellingwerf over noodzakelijke railinfrastructuurprojecten ( 26263, nr. 37)
commons;1998-1999;39;1998-12-17;26263;38;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.82.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.82.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;no;no;aye;aye;aye;no;Leers;nl.m.02881;;;de motie-Leers over een andere kostenbesparende aanleg van de tunnel over het Groene Hart ( 26263, nr. 38)
commons;1998-1999;39;1998-12-17;26210;4;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26210-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871?view=html#nl.proc.ob.d.h-tk-19981999-2870-2871.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2870-2871.html;;aye;no;;aye;no;no;no;no;aye;no;Eurlings;nl.m.02216;Oedayraj Singh Varma;nl.m.02532;de motie-Eurlings/Oedayraj Singh Varma over het concept van de brede school ( 26210, nr. 4)
commons;1998-1999;39;1998-12-17;26210;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26210-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871?view=html#nl.proc.ob.d.h-tk-19981999-2870-2871.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2870-2871.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Noorman-den Uyl;nl.m.02531;;;de motie-Noorman-den Uyl c.s. over een actieplan integratie ( 26210, nr. 5)
commons;1998-1999;39;1998-12-17;26210;8;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26210-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871?view=html#nl.proc.ob.d.h-tk-19981999-2870-2871.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2870-2871.html;;no;no;;aye;no;no;no;no;no;no;Oedayraj Singh Varma;nl.m.02532;;;de motie-Oedayraj Singh Varma over de discriminatie van meisjes met hoofddoekjes ( 26210, nr. 8)
commons;1998-1999;39;1998-12-17;26210;10;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26210-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2870-2871?view=html#nl.proc.ob.d.h-tk-19981999-2870-2871.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2870-2871.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Rijpstra;nl.m.02539;;;de motie-Rijpstra c.s. over rapportages over het minderhedenbeleid ( 26210, nr. 10)
commons;1998-1999;39;1998-12-17;26263;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.64.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.64.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;no;;no;no;no;no;no;aye;no;Van Bommel;nl.m.02211;;;de motie-Van Bommel over stationsfietsenstallingen ( 26263, nr. 25)
commons;1998-1999;39;1998-12-17;26263;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.61.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.61.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;no;;no;no;no;no;no;aye;no;Van Bommel;nl.m.02211;;;de motie-Van Bommel over de Hanzelijn en de Zuiderzeelijn ( 26263, nr. 24)
commons;1998-1999;39;1998-12-17;26263;22:,herdruk;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26263;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.58.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.58.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;aye;;no;aye;aye;aye;aye;no;aye;Verbugt;nl.m.02896;;;de motie-Verbugt c.s. over een tunnel bij Sluiskil ( 26263, nr. 22, herdruk)
commons;1998-1999;39;1998-12-17;26263;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;no;no;aye;aye;aye;no;Leers;nl.m.02881;;;de motie-Leers over de HSL-tunnel door het Groene Hart ( 26263, nr. 12)
commons;1998-1999;39;1998-12-17;26263;39;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-39.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;aye;;aye;aye;aye;aye;aye;aye;no;Van Heemst;nl.m.02887;Giskes;nl.m.02516;de motie-Van Heemst/Giskes over afvoering van de A4 Midden-Delfland uit het MIT ( 26263, nr. 39)
commons;1998-1999;39;1998-12-17;26263;14;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-14.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Van Heemst;nl.m.02887;;;de motie-Van Heemst c.s. over een integrale besluitvorming over de eerste fase van Rotterdam CS in relatie met de HSL-Zuid en Randstadrail ( 26263, nr. 14)
commons;1998-1999;39;1998-12-17;26263;15;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.37.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;no;;aye;no;no;no;no;aye;no;Van der Steenhoven;nl.m.02242;;;de motie-Van der Steenhoven over herprioritering binnen het MIT ( 26263, nr. 15)
commons;1998-1999;39;1998-12-17;26263;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.40.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.40.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;no;no;;aye;aye;no;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;;;de motie-Van der Steenhoven over vervroeging van de projecten IJtram en de spoorverdubbeling Vleuten-Houten ( 26263, nr. 16)
commons;1998-1999;39;1998-12-17;26263;40;motie;accepted;transformer-problem;https://zoek.officielebekendmakingen.nl/kst-26263-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Van der Steenhoven;nl.m.02242;;;de motie-Van der Steenhoven c.s. over stallingsvoorzieningen bij stations ( 26263, nr. 40)
commons;1998-1999;39;1998-12-17;26263;18;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.46.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.46.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Verbugt;nl.m.02896;;;de motie-Verbugt over moderne vormen van aanbesteding ( 26263, nr. 18)
commons;1998-1999;39;1998-12-17;26263;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.49.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.49.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;no;no;no;aye;no;aye;Verbugt;nl.m.02896;Leers;nl.m.02881;de motie-Verbugt/Leers over de A4 Dinteloord-Bergen op Zoom ( 26263, nr. 19)
commons;1998-1999;39;1998-12-17;26263;20;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-20.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.52.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.52.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;no;;no;no;no;no;no;no;aye;Verbugt;nl.m.02896;Leers;nl.m.02881;de motie-Verbugt/Leers over doortrekking van de A6 naar de A9 ( 26263, nr. 20)
commons;1998-1999;39;1998-12-17;26263;21;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-26263-21.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870.1.55.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2868-2870?view=html#nl.proc.ob.d.h-tk-19981999-2868-2870.1.55.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2868-2870.html;;aye;aye;;no;aye;aye;aye;aye;no;aye;Verbugt;nl.m.02896;;;de motie-Verbugt c.s. over de N9 Alkmaar-Den Helder ( 26263, nr. 21)
senate;1998-1999;15;1998-12-22;26077:,53f;;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/26077:,53f;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-19981999-481-482.1.6.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-19981999-481-482?view=html#nl.proc.ob.d.h-ek-19981999-481-482.1.6.6.1;https://zoek.officielebekendmakingen.nl/h-ek-19981999-481-482.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;no;Jurgens;nl.m.01992;Hirsch Ballin;nl.m.02963;de motie-Jurgens/Hirsch Ballin over de invoering van beroep tegen algemeen verbindende voorschriften ( 26077, 53f)
commons;1998-1999;43;1999-01-26;25947;9;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25947-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25947-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997?view=html#nl.proc.ob.d.h-tk-19981999-2996-2997.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2996-2997.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Lambrechts;nl.m.02526;;;amendement-Lambrechts c.s. (stuk nr. 9, I)
commons;1998-1999;43;1999-01-26;25947;14;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25947-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-25947-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997?view=html#nl.proc.ob.d.h-tk-19981999-2996-2997.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2996-2997.html;;aye;aye;;aye;aye;aye;aye;aye;aye;no;Hamer;nl.m.02221;Lambrechts;nl.m.02526;amendement-Hamer/Lambrechts (stuk nr. 14)
commons;1998-1999;43;1999-01-26;25947;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/25947;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997.1.47.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997?view=html#nl.proc.ob.d.h-tk-19981999-2996-2997.1.47.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2996-2997.html;;aye;aye;;no;aye;aye;aye;aye;no;aye;;;;;Wijziging van de Wet op het hoger onderwijs en wetenschappelijk onderzoek, houdende aanpassingen in het systeem van selectie voor opleidingen waarvoor een toelatingsbeperking is vastgesteld ( 25947)
commons;1998-1999;43;1999-01-26;25947;16;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25947-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997?view=html#nl.proc.ob.d.h-tk-19981999-2996-2997.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2996-2997.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;Hamer;nl.m.02221;;;de motie-Hamer c.s. over een begeleidingscommissie ( 25947, nr. 16)
commons;1998-1999;43;1999-01-26;25947;17;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25947-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997.1.53.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997?view=html#nl.proc.ob.d.h-tk-19981999-2996-2997.1.53.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2996-2997.html;;no;aye;;aye;aye;aye;aye;aye;aye;aye;De Vries;nl.m.02550;;;de motie-De Vries c.s. over decentrale selectie en gewogen loting ( 25947, nr. 17)
commons;1998-1999;43;1999-01-26;25947;18;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-25947-18.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997.1.56.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-19981999-2996-2997?view=html#nl.proc.ob.d.h-tk-19981999-2996-2997.1.56.1;https://zoek.officielebekendmakingen.nl/h-tk-19981999-2996-2997.html;;aye;aye;;aye;aye;aye;aye;aye;aye;aye;De Vries;nl.m.02550;;;de motie-De Vries c.s. over de evaluatieperiode ( 25947, nr. 18)
