#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groepeerdmansvanschijndel;nl.p.groeplazrak;nl.p.groepnawijn;nl.p.groepvanoudenallen;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2006-2007;25;2006-12-12;30800-XIV;48;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XIV-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1714-1717.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1714-1717?view=html#nl.proc.ob.d.h-tk-20062007-1714-1717.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1714-1717.html;aye;aye;aye;aye;;;;;;;;aye;aye;aye;aye;aye;aye;Atsma;nl.m.02204;;;motie-Atsma c.s. (30800-XIV, nr. 48)
commons;2006-2007;25;2006-12-12;30800-XIV;50;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XIV-50.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1714-1717.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1714-1717?view=html#nl.proc.ob.d.h-tk-20062007-1714-1717.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1714-1717.html;no;aye;aye;aye;;;;;;;;aye;aye;no;no;aye;no;Van Velzen;nl.m.02342;;;motie-Van Velzen c.s. (30800-XIV, nr. 50)
commons;2006-2007;25;2006-12-12;30800-XIV;52;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XIV-52.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1714-1717.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1714-1717?view=html#nl.proc.ob.d.h-tk-20062007-1714-1717.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1714-1717.html;no;no;aye;aye;;;;;;;;aye;aye;no;no;aye;no;Van Velzen;nl.m.02342;Thieme;nl.m.03100;motie-Van Velzen/Thieme (30800-XIV, nr. 52)
commons;2006-2007;29;2006-12-20;30800-IV;15;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-IV-15.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1981.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1981?view=html#nl.proc.ob.d.h-tk-20062007-1980-1981.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1980-1981.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;aye;Leerdam;nl.m.02403;;;motie-Leerdam c.s. (30800-IV, nr. 15)
commons;2006-2007;29;2006-12-20;30885 XV;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30885 XV;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1980.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1980?view=html#nl.proc.ob.d.h-tk-20062007-1980-1980.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1980-1980.html;aye;aye;aye;aye;;;;;;;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de begrotingsstaten van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 2006 (wijziging samenhangende met de Najaarsnota) ( 30885 XV)
commons;2006-2007;29;2006-12-20;30885 VI;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/30885 VI;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1980-1.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1980-1?view=html#nl.proc.ob.d.h-tk-20062007-1980-1980-1.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1980-1980-1.html;aye;aye;aye;aye;;;;;;;;aye;aye;aye;aye;aye;aye;;;;;Wijziging van de begrotingsstaten van het Ministerie van Justitie (VI) voor het jaar 2006 (wijziging samenhangende met de Najaarsnota) ( 30885 VI)
commons;2006-2007;29;2006-12-20;30885 VI;4;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-30885 VI-4.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30885-VI-4?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1980-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1980-1980-1?view=html#nl.proc.ob.d.h-tk-20062007-1980-1980-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1980-1980-1.html;aye;aye;aye;aye;;;;;;;;aye;aye;no;aye;aye;aye;Van der Staaij;nl.m.02252;;;amendement-Van der Staaij (stuk nr. 4, I)
commons;2006-2007;29;2006-12-20;30800-XI;67;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XI-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1978-1980.1.8.69.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1978-1980?view=html#nl.proc.ob.d.h-tk-20062007-1978-1980.1.8.69.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1978-1980.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;Ouwehand;nl.m.03108;Duyvendak;nl.m.02307;motie-Ouwehand/Duyvendak (30800-XI, nr. 67)
commons;2006-2007;29;2006-12-20;30800-XI;65;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XI-65.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1978-1980.1.8.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1978-1980?view=html#nl.proc.ob.d.h-tk-20062007-1978-1980.1.8.66.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1978-1980.html;no;no;aye;aye;;;;;;;;no;aye;no;no;aye;no;Ouwehand;nl.m.03108;;;motie-Ouwehand c.s. (30800-XI, nr. 65)
commons;2006-2007;29;2006-12-20;30800-XI;64;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30800-XI-64.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1978-1980.1.8.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20062007-1978-1980?view=html#nl.proc.ob.d.h-tk-20062007-1978-1980.1.8.63.1;https://zoek.officielebekendmakingen.nl/h-tk-20062007-1978-1980.html;no;no;aye;aye;;;;;;;;aye;aye;no;no;aye;no;Van der Ham;nl.m.02317;Samsom;nl.m.02335;motie-Van der Ham/Samsom (30800-XI, nr. 64)
