#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.groeplazrak;nl.p.groepwilders;nl.p.lpf;nl.p.osf;nl.p.pvda;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;titel document volgens stemming
commons;2003-2004;7;2003-09-30;28442;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28442-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28442-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-266-266.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-266-266?view=html#nl.proc.ob.d.h-tk-20032004-266-266.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-266-266.html;no;aye;no;aye;;;no;;aye;aye;aye;no;De Ruiter;nl.m.02334;;;amendement-De Ruiter (stuk nr. 6, I)
commons;2003-2004;7;2003-09-30;28442;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28442;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-266-266.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-266-266?view=html#nl.proc.ob.d.h-tk-20032004-266-266.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-266-266.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Wet arbeid vreemdelingen in verband met de werving van arbeidsaanbod uit landen van buiten de Europese Economische Ruimte op een bij convenant overeengekomen wijze ( 28442)
commons;2003-2004;7;2003-09-30;19637;768;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-768.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266.1.8.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266?view=html#nl.proc.ob.d.h-tk-20032004-264-266.1.8.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-264-266.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Huizinga-Heringa;nl.m.02320;;;de motie-Huizinga-Heringa c.s. over 29 augustus als peildatum ( 19637, nr. 768)
commons;2003-2004;7;2003-09-30;19637;766;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-766.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266.1.8.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266?view=html#nl.proc.ob.d.h-tk-20032004-264-266.1.8.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-264-266.html;no;aye;no;aye;;;aye;;aye;aye;aye;no;Klaas de Vries;nl.m.01724;;;de motie-Klaas de Vries c.s. over redenen van humanitaire aard, openbare orde en volksgezondheid ( 19637, nr. 766)
commons;2003-2004;7;2003-09-30;19637;765;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-765.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266.1.8.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266?view=html#nl.proc.ob.d.h-tk-20032004-264-266.1.8.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-264-266.html;no;aye;no;aye;;;no;;aye;no;aye;no;Klaas de Vries;nl.m.01724;;;de motie-Klaas de Vries over asielzoekers die meer dan één procedure hebben aangevangen ( 19637, nr. 765)
commons;2003-2004;7;2003-09-30;28442;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28442-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-266-266.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-266-266?view=html#nl.proc.ob.d.h-tk-20032004-266-266.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-266-266.html;no;aye;aye;aye;;;no;;aye;aye;aye;no;Bussemaker;nl.m.02251;;;de motie-Bussemaker over convenanten voor sectoren waar veel illegale arbeid voorkomt ( 28442, nr. 7)
commons;2003-2004;7;2003-09-30;19637;762;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-762.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266?view=html#nl.proc.ob.d.h-tk-20032004-264-266.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-264-266.html;no;aye;no;aye;;;no;;aye;no;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over asielzoekers die op 29 augustus 2003 vijf jaar of langer in Nederland verblijven ( 19637, nr. 762)
commons;2003-2004;7;2003-09-30;19637;763;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-19637-763.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266?view=html#nl.proc.ob.d.h-tk-20032004-264-266.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-264-266.html;no;aye;no;aye;;;no;;aye;aye;aye;no;De Wit;nl.m.02940;;;de motie-De Wit over de inherente afwijkingsbevoegdheid ( 19637, nr. 763)
commons;2003-2004;7;2003-09-30;19637;764;motie;rejected;hoofdelijk;https://zoek.officielebekendmakingen.nl/kst-19637-764.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266.1.8.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-264-266?view=html#nl.proc.ob.d.h-tk-20032004-264-266.1.8.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-264-266.html;;;;;;;;;;;;;Klaas de Vries;nl.m.01724;;;de motie-Klaas de Vries c.s. over het voorstel van de VNG ( 19637, nr. 764)
commons;2003-2004;10;2003-10-07;29201;2;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29201-2.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490?view=html#nl.proc.ob.d.h-tk-20032004-489-490.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-490.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Timmermans;nl.m.02244;;;de motie-Timmermans c.s. over openbaarheid rond de IGC ( 29201, nr. 2)
commons;2003-2004;10;2003-10-07;29200-III;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-III-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489?view=html#nl.proc.ob.d.h-tk-20032004-488-489.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-489.html;no;no;no;aye;;;no;;no;no;aye;no;Van Bommel;nl.m.02211;;;motie-Van Bommel (29200-III, nr. 9)
commons;2003-2004;10;2003-10-07;29200-III;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-III-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489?view=html#nl.proc.ob.d.h-tk-20032004-488-489.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-489.html;no;aye;no;no;;;no;;no;no;aye;no;Van Bommel;nl.m.02211;;;motie-Van Bommel (29200-III, nr. 10)
commons;2003-2004;10;2003-10-07;29200-III;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-III-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489?view=html#nl.proc.ob.d.h-tk-20032004-488-489.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-489.html;no;aye;no;aye;;;aye;;aye;no;aye;no;Van Bommel;nl.m.02211;;;motie-Van Bommel (29200-III, nr. 11)
commons;2003-2004;10;2003-10-07;29200-III;12;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-III-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489?view=html#nl.proc.ob.d.h-tk-20032004-488-489.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-489.html;no;no;no;aye;;;aye;;no;no;aye;no;Herben;nl.m.02353;;;motie-Herben (29200-III, nr. 12)
commons;2003-2004;10;2003-10-07;28684;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-28684-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-489.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-489?view=html#nl.proc.ob.d.h-tk-20032004-489-489.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-489.html;no;aye;no;aye;;;aye;;aye;aye;no;no;Nawijn;nl.m.02385;Eerdmans;nl.m.02365;de motie-Nawijn/Eerdmans over het terugdringen van geweldsdelicten, winkelcriminaliteit en inbraken ( 28684, nr. 16)
commons;2003-2004;10;2003-10-07;29200 III;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29200 III;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489?view=html#nl.proc.ob.d.h-tk-20032004-488-489.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-489.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;wetsvoorstel Vaststelling van de begrotingsstaat van het Ministerie van Algemene Zaken (III) voor het jaar 2004 ( 29200 III)
commons;2003-2004;10;2003-10-07;29201;3;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29201-3.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490?view=html#nl.proc.ob.d.h-tk-20032004-489-490.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-490.html;no;no;aye;aye;;;no;;aye;no;no;no;Timmermans;nl.m.02244;;;de motie-Timmermans c.s. over gekwalificeerde meerderheidsbesluitvorming ( 29201, nr. 3)
senate;2003-2004;2;2003-10-07;28870;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28870;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20032004-43-89.1.17.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20032004-43-89?view=html#nl.proc.ob.d.h-ek-20032004-43-89.1.17.4.1;https://zoek.officielebekendmakingen.nl/h-ek-20032004-43-89.html;aye;no;aye;no;;;aye;aye;aye;aye;no;aye;;;;;Vaststelling van een wet inzake ondersteuning bij arbeidsinschakeling en verlening van bijstand door gemeenten (Wet werk en bijstand) ( 28870)
commons;2003-2004;10;2003-10-07;29201;4;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29201-4.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490?view=html#nl.proc.ob.d.h-tk-20032004-489-490.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-490.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Timmermans;nl.m.02244;;;de motie-Timmermans c.s. over een Europees CBS ( 29201, nr. 4)
commons;2003-2004;10;2003-10-07;29201;5;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29201-5.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490?view=html#nl.proc.ob.d.h-tk-20032004-489-490.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-490.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Van Baalen;nl.m.02288;;;de motie-Van Baalen c.s. over voldoen aan de politieke criteria van Kopenhagen ( 29201, nr. 5)
commons;2003-2004;10;2003-10-07;29201;6;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29201-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490?view=html#nl.proc.ob.d.h-tk-20032004-489-490.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-490.html;no;aye;aye;aye;;;no;;aye;no;aye;no;Karimi;nl.m.02255;;;de motie-Karimi c.s. over het begrip duurzame ontwikkeling in de ontwerptekst ( 29201, nr. 6)
commons;2003-2004;10;2003-10-07;29201;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29201-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490?view=html#nl.proc.ob.d.h-tk-20032004-489-490.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-490.html;no;no;aye;aye;;;no;;aye;no;aye;no;Karimi;nl.m.02255;;;de motie-Karimi c.s. over een verantwoordingsrelatie tussen de Europese minister van buitenlandse zaken en het Europees Parlement ( 29201, nr. 7)
commons;2003-2004;10;2003-10-07;29201;8;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29201-8.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-489-490?view=html#nl.proc.ob.d.h-tk-20032004-489-490.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-489-490.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Dittrich;nl.m.02512;;;de motie-Dittrich c.s. over naleving van de Uniewaarden ( 29201, nr. 8)
commons;2003-2004;10;2003-10-07;29200 III;7;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200 III-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29200-III-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-489?view=html#nl.proc.ob.d.h-tk-20032004-488-489.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-489.html;aye;aye;aye;aye;;;aye;;aye;no;aye;aye;Kalsbeek;nl.m.02961;;;amendement-Kalsbeek (stuk nr. 7, I)
commons;2003-2004;10;2003-10-07;28486;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28486;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488?view=html#nl.proc.ob.d.h-tk-20032004-488-488.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-488.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;wetsvoorstel Aanvulling van de Auteurswet 1912 inzake de thuiskopie tot invoering van verlengde aansprakelijkheid voor verkopers ( 28486)
commons;2003-2004;10;2003-10-07;29200 II;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29200 II;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488-2.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488-2?view=html#nl.proc.ob.d.h-tk-20032004-488-488-2.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-488-2.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;wetsvoorstel Vaststelling van de begrotingsstaat van de Hoge Colleges van Staat, Kabinet der Koningin, Kabinet van de Gouverneur van de Nederlandse Antillen en van het Kabinet van de Gouverneur van Aruba (II) voor het jaar 2004 ( 29200 II)
senate;2003-2004;2;2003-10-07;28870;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28870;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20032004-43-89.1.17.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20032004-43-89?view=html#nl.proc.ob.d.h-ek-20032004-43-89.1.17.7.1;https://zoek.officielebekendmakingen.nl/h-ek-20032004-43-89.html;aye;aye;aye;no;;;aye;aye;aye;aye;no;aye;;;;;Vaststelling van een wet inzake ondersteuning bij arbeidsinschakeling en verlening van bijstand door gemeenten (Wet werk en bijstand) ( 28870)
commons;2003-2004;10;2003-10-07;29200 I;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29200 I;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488-1.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488-1?view=html#nl.proc.ob.d.h-tk-20032004-488-488-1.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-488-1.html;aye;aye;aye;aye;;;aye;;aye;aye;no;aye;;;;;wetsvoorstel Vaststelling van de begrotingsstaat van het Huis der Koningin (I) voor het jaar 2004 ( 29200 I)
commons;2003-2004;10;2003-10-07;29200 II;6;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200 II-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-29200-II-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488-2.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-488-488-2?view=html#nl.proc.ob.d.h-tk-20032004-488-488-2.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-488-488-2.html;aye;aye;aye;aye;;;aye;;aye;no;aye;aye;Kalsbeek;nl.m.02961;;;amendement-Kalsbeek tot het invoegen van een nieuw artikel 4 (stuk nr. 6, I)
commons;2003-2004;12;2003-10-09;28782;8;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-28782-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-28782-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-655-656.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-655-656?view=html#nl.proc.ob.d.h-tk-20032004-655-656.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-655-656.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;Hessels;nl.m.02370;;;amendement-Hessels (stuk nr. 8, I)
commons;2003-2004;12;2003-10-09;28782;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/28782;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-655-656.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-655-656?view=html#nl.proc.ob.d.h-tk-20032004-655-656.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-655-656.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;;;;;Wijziging van de Elektriciteitswet 1998 ten behoeve van de bevordering van de opwekking van duurzame elektriciteit ( 28782)
commons;2003-2004;12;2003-10-09;29200;34;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-34.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;aye;no;aye;;;no;;aye;no;aye;no;Crone;nl.m.02507;Vendrik;nl.m.02245;de motie-Crone/Vendrik over loonmatiging ( 29200, nr. 34)
commons;2003-2004;12;2003-10-09;29200;36;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-36.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;no;no;aye;;;no;;aye;no;aye;no;Crone;nl.m.02507;Vendrik;nl.m.02245;de motie-Crone/Vendrik over onderwijs, kennis en innovatie ( 29200, nr. 36)
commons;2003-2004;12;2003-10-09;29200;37;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;aye;no;aye;;;no;;aye;no;aye;no;Crone;nl.m.02507;;;de motie-Crone c.s. over het budget voor de bijzondere bijstand ( 29200, nr. 37)
commons;2003-2004;12;2003-10-09;29200;38;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;aye;no;aye;no;;;aye;;aye;no;no;no;De Nerée;nl.m.02333;;;de motie-De Nerée tot Babberich c.s. over een raad van economische adviseurs voor het parlement ( 29200, nr. 38)
commons;2003-2004;12;2003-10-09;29200;48;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;aye;aye;aye;aye;;;aye;;aye;aye;aye;aye;De Nerée;nl.m.02333;;;de motie-De Nerée tot Babberich c.s. over een evenwichtig bezoldigingsbesluit voor bestuurders in de publieke sector ( 29200, nr. 48)
commons;2003-2004;12;2003-10-09;29200;40;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;aye;aye;aye;no;;;aye;;no;aye;no;aye;Van As;nl.m.02327;;;de motie-Van As over een einddatum voor alle bestaande subsidies en subsidieregelingen ( 29200, nr. 40)
commons;2003-2004;12;2003-10-09;29200;35;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-35.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;no;no;aye;;;no;;aye;no;aye;no;Crone;nl.m.02507;Vendrik;nl.m.02245;de motie-Crone/Vendrik over verruiming van het uitgavenkader ( 29200, nr. 35)
commons;2003-2004;12;2003-10-09;29200;49;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-49.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;aye;no;aye;aye;;;aye;;aye;no;aye;aye;Bakker;nl.m.02503;;;de motie-Bakker over Film CV ( 29200, nr. 49)
commons;2003-2004;12;2003-10-09;29200;42;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-42.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;aye;no;aye;;;no;;aye;no;aye;no;Vendrik;nl.m.02245;;;de motie-Vendrik c.s. over het voornemen tot een negatieve milieudrukcompensatie ( 29200, nr. 42)
commons;2003-2004;12;2003-10-09;29200;43;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Vendrik;nl.m.02245;;;de motie-Vendrik c.s. over de bezuiniging op het stads- en streekvervoer ( 29200, nr. 43)
commons;2003-2004;12;2003-10-09;29200;45;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;aye;no;aye;;;no;;aye;aye;aye;no;Rouvoet;nl.m.02541;;;de motie-Rouvoet c.s. over vrijstelling van successiebelasting en schenkingsrecht voor instellingen ( 29200, nr. 45)
commons;2003-2004;12;2003-10-09;29200;51;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29200-51.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657.1.9.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20032004-656-657?view=html#nl.proc.ob.d.h-tk-20032004-656-657.1.9.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20032004-656-657.html;no;aye;no;aye;;;aye;;aye;no;aye;no;Kant;nl.m.02226;Vendrik;nl.m.02245;de motie-Kant/Vendrik over het niet invoeren van de medicijnknaak ( 29200, nr. 51)
